num	 lesson	student	skill	cell	right	eol
28	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s0I891Gg	Plot-non-terminating-improper-fraction	cell	1	eol
29	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s35jI12H	Plot-non-terminating-improper-fraction	cell	1	eol
30	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s59v7i97	Plot-non-terminating-improper-fraction	cell	0	eol
31	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s59v7i97	Plot-non-terminating-improper-fraction	cell	0	eol
32	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s59v7i97	Plot-non-terminating-improper-fraction	cell	0	eol
33	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s59v7i97	Plot-non-terminating-improper-fraction	cell	1	eol
34	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7BJfpoV	Plot-non-terminating-improper-fraction	cell	0	eol
35	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7BJfpoV	Plot-non-terminating-improper-fraction	cell	0	eol
36	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7BJfpoV	Plot-non-terminating-improper-fraction	cell	0	eol
37	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7BJfpoV	Plot-non-terminating-improper-fraction	cell	0	eol
38	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7gi78ec	Plot-non-terminating-improper-fraction	cell	1	eol
39	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7gi78ec	Plot-non-terminating-improper-fraction	cell	0	eol
40	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7gi78ec	Plot-non-terminating-improper-fraction	cell	0	eol
41	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7gi78ec	Plot-non-terminating-improper-fraction	cell	1	eol
42	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7LZr10z	Plot-non-terminating-improper-fraction	cell	0	eol
43	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7LZr10z	Plot-non-terminating-improper-fraction	cell	1	eol
44	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7LZr10z	Plot-non-terminating-improper-fraction	cell	1	eol
45	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sc71bRSy	Plot-non-terminating-improper-fraction	cell	0	eol
46	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sc71bRSy	Plot-non-terminating-improper-fraction	cell	1	eol
47	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sC76m01z	Plot-non-terminating-improper-fraction	cell	0	eol
48	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sC76m01z	Plot-non-terminating-improper-fraction	cell	0	eol
49	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sC76m01z	Plot-non-terminating-improper-fraction	cell	0	eol
50	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sC76m01z	Plot-non-terminating-improper-fraction	cell	0	eol
51	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sE9dzBix	Plot-non-terminating-improper-fraction	cell	0	eol
52	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sE9dzBix	Plot-non-terminating-improper-fraction	cell	0	eol
53	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sE9dzBix	Plot-non-terminating-improper-fraction	cell	0	eol
54	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sF713eQN	Plot-non-terminating-improper-fraction	cell	0	eol
55	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sF713eQN	Plot-non-terminating-improper-fraction	cell	0	eol
56	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sF713eQN	Plot-non-terminating-improper-fraction	cell	0	eol
57	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sF713eQN	Plot-non-terminating-improper-fraction	cell	0	eol
58	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	shop791a	Plot-non-terminating-improper-fraction	cell	1	eol
59	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	shop791a	Plot-non-terminating-improper-fraction	cell	1	eol
60	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	si0PeR6q	Plot-non-terminating-improper-fraction	cell	1	eol
61	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	si0PeR6q	Plot-non-terminating-improper-fraction	cell	0	eol
62	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	si0PeR6q	Plot-non-terminating-improper-fraction	cell	0	eol
63	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	si0PeR6q	Plot-non-terminating-improper-fraction	cell	0	eol
64	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	si0PeR6q	Plot-non-terminating-improper-fraction	cell	1	eol
65	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	si0PeR6q	Plot-non-terminating-improper-fraction	cell	0	eol
66	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	si0PeR6q	Plot-non-terminating-improper-fraction	cell	1	eol
67	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sMYmjG5R	Plot-non-terminating-improper-fraction	cell	1	eol
68	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sNOD85nt	Plot-non-terminating-improper-fraction	cell	1	eol
69	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	srju8f7v	Plot-non-terminating-improper-fraction	cell	1	eol
70	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	srju8f7v	Plot-non-terminating-improper-fraction	cell	1	eol
71	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sx3A11ty	Plot-non-terminating-improper-fraction	cell	0	eol
72	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sx3A11ty	Plot-non-terminating-improper-fraction	cell	0	eol
73	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sx3A11ty	Plot-non-terminating-improper-fraction	cell	0	eol
74	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sx3A11ty	Plot-non-terminating-improper-fraction	cell	0	eol
75	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s4gcLyqe	Plot-non-terminating-improper-fraction	cell	0	eol
76	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s4gcLyqe	Plot-non-terminating-improper-fraction	cell	0	eol
77	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s4gcLyqe	Plot-non-terminating-improper-fraction	cell	0	eol
78	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s4gcLyqe	Plot-non-terminating-improper-fraction	cell	0	eol
79	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s4gcLyqe	Plot-non-terminating-improper-fraction	cell	0	eol
80	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7OalbuD	Plot-non-terminating-improper-fraction	cell	0	eol
81	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s7OalbuD	Plot-non-terminating-improper-fraction	cell	1	eol
82	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sa8YLu01	Plot-non-terminating-improper-fraction	cell	0	eol
83	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sa8YLu01	Plot-non-terminating-improper-fraction	cell	0	eol
84	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sa8YLu01	Plot-non-terminating-improper-fraction	cell	0	eol
85	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sE2c6E5k	Plot-non-terminating-improper-fraction	cell	0	eol
86	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sE2c6E5k	Plot-non-terminating-improper-fraction	cell	0	eol
87	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sE2c6E5k	Plot-non-terminating-improper-fraction	cell	0	eol
88	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sHsN9sHn	Plot-non-terminating-improper-fraction	cell	0	eol
89	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sHsN9sHn	Plot-non-terminating-improper-fraction	cell	0	eol
90	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sHsN9sHn	Plot-non-terminating-improper-fraction	cell	0	eol
91	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sHsN9sHn	Plot-non-terminating-improper-fraction	cell	0	eol
92	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	snag5fy8	Plot-non-terminating-improper-fraction	cell	0	eol
93	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	snag5fy8	Plot-non-terminating-improper-fraction	cell	1	eol
94	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	snag5fy8	Plot-non-terminating-improper-fraction	cell	1	eol
95	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	snag5fy8	Plot-non-terminating-improper-fraction	cell	1	eol
96	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sOTyrFDF	Plot-non-terminating-improper-fraction	cell	0	eol
97	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sOTyrFDF	Plot-non-terminating-improper-fraction	cell	0	eol
98	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sOTyrFDF	Plot-non-terminating-improper-fraction	cell	0	eol
99	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sQro3hJX	Plot-non-terminating-improper-fraction	cell	0	eol
100	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sQro3hJX	Plot-non-terminating-improper-fraction	cell	0	eol
101	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sQro3hJX	Plot-non-terminating-improper-fraction	cell	0	eol
102	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sug982yk	Plot-non-terminating-improper-fraction	cell	0	eol
103	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sug982yk	Plot-non-terminating-improper-fraction	cell	1	eol
104	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sug982yk	Plot-non-terminating-improper-fraction	cell	1	eol
105	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sW4712vM	Plot-non-terminating-improper-fraction	cell	1	eol
106	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sz3GhRzh	Plot-non-terminating-improper-fraction	cell	1	eol
107	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sz3GhRzh	Plot-non-terminating-improper-fraction	cell	0	eol
108	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sz3GhRzh	Plot-non-terminating-improper-fraction	cell	1	eol
109	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sz7Zg3oy	Plot-non-terminating-improper-fraction	cell	0	eol
110	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sz7Zg3oy	Plot-non-terminating-improper-fraction	cell	1	eol
111	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	sz7Zg3oy	Plot-non-terminating-improper-fraction	cell	1	eol
112	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	szt5vuLM	Plot-non-terminating-improper-fraction	cell	1	eol
113	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	szt5vuLM	Plot-non-terminating-improper-fraction	cell	1	eol
114	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2711m108y8se	Plot-non-terminating-improper-fraction	cell	1	eol
115	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2711m108y8se	Plot-non-terminating-improper-fraction	cell	1	eol
116	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2713vuhx9y05	Plot-non-terminating-improper-fraction	cell	0	eol
117	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2716lls020qk	Plot-non-terminating-improper-fraction	cell	0	eol
118	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2716lls020qk	Plot-non-terminating-improper-fraction	cell	0	eol
119	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2716lls020qk	Plot-non-terminating-improper-fraction	cell	1	eol
120	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2716lls020qk	Plot-non-terminating-improper-fraction	cell	1	eol
121	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2718jrcwcczt	Plot-non-terminating-improper-fraction	cell	1	eol
122	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2718jrcwcczt	Plot-non-terminating-improper-fraction	cell	1	eol
123	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2718zd506kaa	Plot-non-terminating-improper-fraction	cell	0	eol
124	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2718zd506kaa	Plot-non-terminating-improper-fraction	cell	0	eol
125	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2718zd506kaa	Plot-non-terminating-improper-fraction	cell	1	eol
126	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s2718zd506kaa	Plot-non-terminating-improper-fraction	cell	1	eol
127	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271a4jzl61kh	Plot-non-terminating-improper-fraction	cell	0	eol
128	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271a4jzl61kh	Plot-non-terminating-improper-fraction	cell	1	eol
129	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271g7beuc4s1	Plot-non-terminating-improper-fraction	cell	0	eol
130	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271g7beuc4s1	Plot-non-terminating-improper-fraction	cell	0	eol
131	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271g7beuc4s1	Plot-non-terminating-improper-fraction	cell	1	eol
132	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271g8nye4tne	Plot-non-terminating-improper-fraction	cell	1	eol
133	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271g8nye4tne	Plot-non-terminating-improper-fraction	cell	1	eol
134	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271l6xuybjzm	Plot-non-terminating-improper-fraction	cell	0	eol
135	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271l6xuybjzm	Plot-non-terminating-improper-fraction	cell	1	eol
136	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271sjweu45ee	Plot-non-terminating-improper-fraction	cell	0	eol
137	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271sjweu45ee	Plot-non-terminating-improper-fraction	cell	0	eol
138	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271sjweu45ee	Plot-non-terminating-improper-fraction	cell	0	eol
139	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271sjweu45ee	Plot-non-terminating-improper-fraction	cell	0	eol
140	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271tt6j61n7d	Plot-non-terminating-improper-fraction	cell	1	eol
141	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271tt6j61n7d	Plot-non-terminating-improper-fraction	cell	1	eol
142	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271tt6j61n7d	Plot-non-terminating-improper-fraction	cell	1	eol
143	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271z34n86wsn	Plot-non-terminating-improper-fraction	cell	0	eol
144	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271z34n86wsn	Plot-non-terminating-improper-fraction	cell	0	eol
145	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271z34n86wsn	Plot-non-terminating-improper-fraction	cell	1	eol
146	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271ftvxgudil	Plot-non-terminating-improper-fraction	cell	0	eol
147	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271ftvxgudil	Plot-non-terminating-improper-fraction	cell	0	eol
148	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271ftvxgudil	Plot-non-terminating-improper-fraction	cell	1	eol
149	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271h2svhddir	Plot-non-terminating-improper-fraction	cell	1	eol
150	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271h2svhddir	Plot-non-terminating-improper-fraction	cell	1	eol
151	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271k966j74lv	Plot-non-terminating-improper-fraction	cell	1	eol
152	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271k966j74lv	Plot-non-terminating-improper-fraction	cell	1	eol
153	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271mn25vxzdh	Plot-non-terminating-improper-fraction	cell	0	eol
154	Unit-RATIONAL-IRRATIONAL-NUMBERS-Section-RATIONAL-IRRATIONAL-NUMBERS-1	s271mn25vxzdh	Plot-non-terminating-improper-fraction	cell	1	eol
